first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Sandra,Payne,1997/07/05,2018/05/23,48,1992,MI,us softball league,Parker Group
Billy,Mack,1996/08/20,2018/03/03,71,1979,MS,us softball league,Parker Group
Priscilla,Patterson,1996/09/28,2018/05/21,44,1971,OH,us softball league,"Mullen, Huffman and Vasquez"
Brian,Jones,1965/06/01,2018/09/25,81,1979,NE,us softball league,"Smith, Torres and Matthews"
Colleen,Bradley,1995/05/29,2018/01/12,36,1972,WY,us softball league,"Smith, Torres and Matthews"
Monica,Jackson,1984/03/29,2018/06/23,48,1978,AK,us softball league,Mcdonald Inc
Nicole,Gray,1990/01/31,2018/03/23,42,2005,FL,us softball league,"Smith, Torres and Matthews"
Kyle,Hood,1978/12/10,2018/10/28,59,2009,WY,us softball league,Parker Group
Jessica,Booth,1970/04/28,2018/10/05,42,2012,MI,us softball league,"Kelley, Gilbert and Jackson"
Karla,Stanton,1985/09/26,2018/12/08,87,1980,KS,us softball league,Peterson and Sons
Joseph,Morris,1988/11/21,2018/02/23,36,2006,SC,us softball league,"Hopkins, Barnes and Ward"
Nicholas,Peterson,1983/02/04,2018/05/15,55,1991,CO,us softball league,"Brown, Vasquez and Sanchez"
Vanessa,Williams,1962/03/24,2018/12/31,98,2000,CT,us softball league,Pearson Group
Michael,Conrad,1974/02/12,2018/04/07,77,2001,OK,us softball league,"Kelley, Gilbert and Jackson"
Kayla,Saunders,1960/02/02,2018/06/21,85,1999,IL,us softball league,"Alvarez, Schaefer and Robertson"
Marilyn,Todd,1970/03/03,2018/02/23,90,1982,NJ,us softball league,"Smith, Torres and Matthews"
Tonya,Morrow,1983/11/22,2019/01/07,53,1971,VT,us softball league,Rivera-Morrow
Brandi,Lee,1985/11/17,2018/05/09,83,1971,CA,us softball league,Williams-Stephenson
Cynthia,Coleman,1989/08/01,2018/09/02,34,1998,IN,us softball league,Peterson and Sons
Jonathon,Moyer,1986/01/18,2018/08/09,39,2003,MS,us softball league,"Jackson, Carlson and Contreras"
Alison,Brown,1967/05/11,2018/05/16,46,1974,CO,us softball league,Bruce Inc
Brian,Lewis,1966/04/08,2018/02/04,71,2004,ID,us softball league,"Martin, Mcknight and Clark"
Elizabeth,Cox,1990/03/05,2018/08/16,84,2006,IA,us softball league,Peterson and Sons
Ryan,Harper,1980/01/21,2018/02/02,96,2012,AL,us softball league,
Diamond,Chaney,1962/01/29,2018/05/22,60,2018,LA,us softball league,Peterson and Sons
Laura,Sanchez,1987/08/07,2018/02/25,85,1975,NH,us softball league,Williams-Stephenson
Kimberly,Miller,1962/10/22,2018/06/21,74,1998,HI,us softball league,Williams-Stephenson
Isabel,Morrison,1982/07/08,2018/02/07,55,1998,IL,us softball league,Parker Group
Ricardo,Davis,1965/06/21,2018/08/01,34,1991,CA,us softball league,"Smith, Torres and Matthews"
Richard,Donaldson,1983/01/06,2018/01/29,53,1980,ND,us softball league,"Mullen, Huffman and Vasquez"
Austin,Erickson,1986/04/25,2018/07/26,77,1988,MD,us softball league,Williams-Stephenson
James,Copeland,1982/07/16,2018/03/24,63,1989,MN,us softball league,Bruce Inc
Darryl,Guerra,1961/05/12,2018/08/04,90,2004,SD,us softball league,"Mullen, Huffman and Vasquez"
Annette,Padilla,1966/10/22,2018/01/19,79,1987,OH,us softball league,"Smith, Torres and Matthews"
Catherine,Gonzalez,1960/08/22,2018/04/08,63,1999,AZ,us softball league,Mcdonald Inc
Cassandra,Owens,1975/04/19,2018/06/10,53,1982,AK,us softball league,Keller Group
Antonio,Richards,1976/10/24,2018/12/15,56,1982,MD,us softball league,"Alvarez, Schaefer and Robertson"
Jeremy,Soto,1984/10/20,2018/03/03,99,1970,NV,us softball league,"Mullen, Huffman and Vasquez"
Sharon,Perez,1967/04/10,2018/01/23,70,1999,UT,us softball league,Peterson and Sons
Mark,Spencer,1982/10/25,2018/10/14,84,1980,NM,us softball league,Hunter Ltd
Karen,Reynolds DDS,1963/09/30,2018/02/28,52,1979,AZ,us softball league,"Jackson, Carlson and Contreras"
Jeffrey,Garcia,1996/02/06,2018/06/11,36,1981,OH,us softball league,"Brown, Vasquez and Sanchez"
Mrs.,Colleen Sanchez,1983/06/24,2018/11/11,67,1992,WV,us softball league,Scott and Sons
James,Gonzalez,1970/12/22,2018/12/22,96,1998,TX,us softball league,Mcdonald Inc
Robert,Owens,1972/04/13,2018/03/27,76,2005,AR,us softball league,"Mullen, Huffman and Vasquez"
Julie,Allen,1990/03/11,2018/08/10,58,1991,MA,us softball league,Parker Group
Ryan,Hill,1986/09/08,2018/07/15,30,2003,KY,us softball league,Rivera-Morrow
Eric,Edwards,1969/10/30,2018/12/04,75,2007,KY,us softball league,"Alvarez, Schaefer and Robertson"
Jay,Turner,1965/03/25,2018/05/30,62,1977,IA,us softball league,Taylor-Alvarez
Craig,Andrews,1989/04/10,2018/08/04,82,1983,NE,us softball league,"Hopkins, Barnes and Ward"
Jeffrey,Ramos,1996/02/05,2018/07/23,75,2008,UT,us softball league,Mcdonald Inc
Victoria,Jackson,1982/04/28,2018/01/10,89,1999,NC,us softball league,Parker Group
James,Bowen,1984/08/27,2018/08/31,46,1979,WI,us softball league,Scott and Sons
Sean,Williams,1986/01/22,2018/05/06,67,1976,CO,us softball league,"Hopkins, Barnes and Ward"
Julia,Hansen,1975/12/31,2018/08/28,73,1983,KY,us softball league,"Alvarez, Schaefer and Robertson"
Emily,Bates,1972/10/13,2018/07/27,36,1982,GA,us softball league,Pearson Group
Mary,Wiggins,1959/03/15,2018/09/19,52,1994,ND,us softball league,Keller Group
Christopher,Dickerson,1997/09/15,2018/03/29,51,1997,MA,us softball league,Pearson Group
Jennifer,Gilmore,1965/05/26,2018/05/07,98,1998,MT,us softball league,Rivera Ltd
Mr.,Scott Ramirez,1984/04/08,2018/08/16,95,1971,VT,us softball league,"Alvarez, Schaefer and Robertson"
Marissa,Jacobs,1966/09/21,2018/01/09,78,1998,OH,us softball league,"Jackson, Carlson and Contreras"
Caitlin,Morgan,1986/03/21,2018/05/30,81,1985,AL,us softball league,Rivera-Morrow
Edward,Greene,1998/12/09,2018/09/24,43,2016,WA,us softball league,"Kelley, Gilbert and Jackson"
Amanda,Davis,1996/07/01,2018/01/27,90,2002,MA,us softball league,"Brown, Vasquez and Sanchez"
Yolanda,Johnson,1972/08/26,2018/03/09,86,1978,MA,us softball league,Scott and Sons
Stephen,Golden,1993/03/17,2018/06/26,96,1978,NC,us softball league,Hunter Ltd
John,Howard,1991/04/28,2018/01/17,98,1980,NE,us softball league,Parker Group
Marie,Garcia,1984/06/20,2018/08/15,56,2001,OH,us softball league,Parker Group
Heather,Schaefer,1968/06/22,2018/05/03,61,1991,TN,us softball league,"Alvarez, Schaefer and Robertson"
Desiree,Costa,1969/07/26,2018/07/26,52,2001,NC,us softball league,Rivera Ltd
Amanda,Terry,1991/04/01,2018/10/28,42,2015,MO,us softball league,"Martin, Mcknight and Clark"
Alicia,Cooper,1979/03/24,2018/05/24,97,1983,NC,us softball league,Bruce Inc
Ronald,Oneal,1965/12/14,2019/01/01,54,1991,TX,us softball league,Scott and Sons
Derrick,Hicks,1966/06/01,2018/10/24,90,2015,VA,us softball league,"Jackson, Carlson and Contreras"
Juan,Carter,1967/12/11,2018/09/21,34,2003,HI,us softball league,Rivera-Morrow
Kyle,Strong,1987/05/12,2018/09/30,64,1997,OH,us softball league,Rivera-Morrow
Scott,Nicholson,1961/10/12,2018/10/10,60,2005,CA,us softball league,Rivera-Morrow
Austin,Williams,1987/06/24,2018/04/26,51,2009,HI,us softball league,Keller Group
Kimberly,Hanson,1993/04/05,2018/09/28,98,2007,ND,us softball league,Rivera-Morrow
Hunter,Smith,1998/05/30,2018/02/15,68,2013,AZ,us softball league,
Veronica,Cunningham,1989/03/14,2018/08/09,35,1987,OK,us softball league,"Jackson, Carlson and Contreras"
Scott,Cameron,1979/12/07,2018/11/16,84,1998,RI,us softball league,Peterson and Sons
Victoria,Silva,1992/04/19,2018/04/29,83,2009,MI,us softball league,Taylor-Alvarez
Ashley,White,1965/03/09,2018/12/27,54,1976,OR,us softball league,"Smith, Torres and Matthews"
Bradley,Lowe,1996/04/11,2018/09/16,79,2008,RI,us softball league,"Martin, Mcknight and Clark"
Linda,Mcguire,1985/08/29,2018/03/22,57,1989,IN,us softball league,Bruce Inc
Melody,Hart,1991/07/27,2018/10/14,72,2011,MS,us softball league,Hunter Ltd
Rachel,Lin,1959/08/17,2018/06/03,44,1973,IL,us softball league,"Brown, Vasquez and Sanchez"
Brittany,Dunn,1971/07/29,2018/06/11,99,1995,WY,us softball league,"Hopkins, Barnes and Ward"
Paula,Bass,1977/06/20,2018/12/06,47,2014,FL,us softball league,"Brown, Vasquez and Sanchez"
Jeffrey,Johnson,1995/05/15,2018/10/03,87,2011,NH,us softball league,Williams-Stephenson
Lauren,Johnson,1983/01/01,2018/09/26,65,1974,TN,us softball league,Mcdonald Inc
James,Lawrence,1980/03/29,2019/01/04,64,2013,NM,us softball league,"Hopkins, Barnes and Ward"
Robert,Long,1994/09/27,2018/07/26,59,2016,MS,us softball league,Parker Group
Michael,Jackson,1970/04/08,2018/11/28,86,1981,CO,us softball league,
Mitchell,Simmons,1962/09/13,2018/03/17,90,1999,DE,us softball league,Parker Group
Jenny,Bell,1977/11/11,2018/10/18,35,2018,NY,us softball league,"Mullen, Huffman and Vasquez"
Cynthia,Gonzalez,1960/08/05,2018/11/10,87,2017,WI,us softball league,"Kelley, Gilbert and Jackson"
Taylor,Miller,1968/12/04,2018/08/31,91,2008,WY,us softball league,Hunter Ltd
Maria,Strickland,1970/11/30,2018/07/28,61,2004,SC,us softball league,"Kelley, Gilbert and Jackson"
Lisa,Smith,1965/04/08,2018/11/08,53,2004,NM,us softball league,Rivera-Morrow
Stephanie,Gardner,1999/01/02,2018/07/12,91,1998,IL,us softball league,Peterson and Sons
Heather,Burns,1968/01/23,2018/03/07,45,2007,WV,us softball league,"Kelley, Gilbert and Jackson"
Brian,Matthews,1981/04/06,2018/07/16,38,1987,IL,us softball league,Williams-Stephenson
Julie,Townsend,1996/08/06,2018/10/07,73,1998,VA,us softball league,Pearson Group
Garrett,Delgado,1972/07/08,2018/06/15,32,1984,ID,us softball league,Rivera-Morrow
Alicia,Salas,1995/01/28,2018/10/17,90,1978,AL,us softball league,
Hunter,Shaffer,1987/03/20,2018/10/17,67,1972,WV,us softball league,"Kelley, Gilbert and Jackson"
Scott,Moss,1994/11/19,2018/08/28,89,2007,TN,us softball league,
Yvette,Vance,1998/03/10,2018/12/08,60,1971,HI,us softball league,Rivera Ltd
Terry,Thomas,1961/12/26,2018/01/09,78,2018,TN,us softball league,"Martin, Mcknight and Clark"
Jenny,Martinez,1975/10/11,2018/05/14,32,1991,KY,us softball league,"Hopkins, Barnes and Ward"
Emily,Garcia,1964/02/22,2018/05/19,43,1993,TX,us softball league,Keller Group
Mark,Perkins,1997/01/27,2018/12/17,81,2003,WV,us softball league,Peterson and Sons
Alexander,Rice,1973/02/05,2018/09/22,45,1977,CT,us softball league,Rivera-Morrow
Robert,Mccann,1992/08/18,2018/11/16,40,2009,MO,us softball league,Scott and Sons
Nicole,Murray,1963/03/24,2018/05/14,50,1995,MS,us softball league,"Alvarez, Schaefer and Robertson"
Denise,Miller,1997/03/15,2018/09/16,54,1993,SC,us softball league,Hunter Ltd
John,Mccoy,1974/10/11,2018/04/06,44,1976,WA,us softball league,Pearson Group
Justin,Wong,1993/11/12,2018/05/04,42,2010,MD,us softball league,"Kelley, Gilbert and Jackson"
Micheal,Pearson,1983/04/11,2018/04/16,82,1982,MT,us softball league,Peterson and Sons
Megan,Pugh,1968/09/29,2018/04/11,76,2006,KS,us softball league,Bruce Inc
Caitlin,Maynard,1971/04/21,2018/08/31,52,1995,AR,us softball league,Rivera-Morrow
Rachael,Rhodes,1998/04/20,2018/07/05,96,2003,AK,us softball league,Keller Group
Julie,Hanson,1974/10/20,2018/04/12,62,1987,MA,us softball league,"Kelley, Gilbert and Jackson"
Jennifer,Cobb,1969/07/24,2018/07/26,32,2018,NH,us softball league,
Jonathan,Smith,1968/05/08,2018/07/20,94,1998,AZ,us softball league,Keller Group
Kayla,Taylor,1984/05/01,2018/04/30,70,2016,NY,us softball league,Peterson and Sons
Joseph,Brown,1991/07/10,2018/12/05,64,2011,CA,us softball league,Rivera Ltd
Grant,Peck,1990/06/28,2018/06/30,71,1996,TX,us softball league,Keller Group
Richard,Roberts,1985/02/21,2019/01/05,88,1999,LA,us softball league,
Angela,Bell,1971/04/17,2018/06/01,46,1980,CT,us softball league,Rivera Ltd
Danielle,Morrison,1967/03/17,2018/05/17,55,1992,NY,us softball league,Keller Group
Bonnie,Garcia,1963/10/22,2018/12/25,93,1978,ID,us softball league,Keller Group
Kelly,Mclaughlin,1984/08/02,2018/02/24,42,1983,WY,us softball league,"Mullen, Huffman and Vasquez"
Andrew,Esparza,1993/04/13,2018/02/03,42,2018,WA,us softball league,"Jackson, Carlson and Contreras"
Christopher,Shepard,1967/04/23,2018/06/15,42,2002,OK,us softball league,"Jackson, Carlson and Contreras"
Joseph,Hughes,1984/12/13,2018/10/19,88,1986,WI,us softball league,"Kelley, Gilbert and Jackson"
Kathy,Bell,1974/03/24,2018/04/07,85,2017,AZ,us softball league,"Mullen, Huffman and Vasquez"
Samantha,Sandoval,1963/08/24,2018/08/04,93,1971,CO,us softball league,Hunter Ltd
Kerry,Mullins,1977/07/05,2018/08/07,93,1977,MO,us softball league,Peterson and Sons
Kayla,Young,1967/07/18,2018/03/28,36,2016,NC,us softball league,"Martin, Mcknight and Clark"
James,Nguyen,1987/12/24,2019/01/09,62,1990,TX,us softball league,"Martin, Mcknight and Clark"
Caleb,Francis,1989/02/27,2018/01/10,68,1995,NJ,us softball league,Pearson Group
Jimmy,Collins,1964/11/02,2018/08/08,46,1993,SD,us softball league,"Hopkins, Barnes and Ward"
Melinda,Hicks,1961/03/17,2018/08/19,95,1973,CO,us softball league,Mcdonald Inc
Jonathan,Newman,1970/11/16,2018/08/18,92,1973,RI,us softball league,Scott and Sons
Caroline,Scott,1992/05/05,2018/11/22,74,1995,NM,us softball league,Parker Group
Hannah,Reed,1998/04/05,2018/05/15,93,2018,CO,us softball league,Pearson Group
Evan,Parsons,1974/11/02,2018/10/17,63,1997,DE,us softball league,Hunter Ltd
Kim,Paul,1974/02/03,2018/09/23,68,1987,AK,us softball league,Williams-Stephenson
Justin,Lopez,1970/04/09,2018/08/19,60,2001,ME,us softball league,"Alvarez, Schaefer and Robertson"
Denise,Perez,1973/08/31,2018/11/21,82,1992,NV,us softball league,Hunter Ltd
Jeffrey,Beasley,1998/12/04,2018/12/05,88,1976,SD,us softball league,Keller Group
Deanna,Kelly,1998/08/13,2018/05/26,60,1982,SD,us softball league,Taylor-Alvarez
Tyler,Miles,1968/08/16,2018/06/01,56,1974,MO,us softball league,Mcdonald Inc
Carla,Day,1994/09/30,2018/02/25,46,1978,HI,us softball league,Scott and Sons
Michael,Lane,1993/10/15,2018/06/30,32,1998,SC,us softball league,Rivera-Morrow
Kristy,Murphy,1974/08/14,2018/07/27,66,1976,GA,us softball league,Keller Group
Jeffrey,Andrews,1968/08/25,2018/03/02,96,2009,UT,us softball league,Keller Group
David,Snyder,1981/01/26,2018/02/16,85,2002,IA,us softball league,"Hopkins, Barnes and Ward"
Felicia,Calderon,1980/10/31,2018/04/13,84,2015,OH,us softball league,Parker Group
Charles,Carrillo,1972/06/22,2018/11/09,35,1995,IL,us softball league,"Mullen, Huffman and Vasquez"
Toni,Gibson,1986/03/02,2018/05/02,48,1987,IL,us softball league,"Smith, Torres and Matthews"
Mrs.,Amy Glenn,1983/11/29,2018/04/24,44,2006,MI,us softball league,Taylor-Alvarez
Angela,Bailey,1990/04/19,2018/02/10,62,1990,SD,us softball league,Mcdonald Inc
Matthew,Gomez,1972/11/22,2018/08/27,96,1983,FL,us softball league,
Patricia,Garrison,1962/02/16,2018/10/29,35,2004,RI,us softball league,Scott and Sons
Tina,Hernandez,1965/09/18,2018/06/20,35,1973,MS,us softball league,Hunter Ltd
Margaret,Murphy,1968/08/15,2018/06/24,68,2003,KY,us softball league,Mcdonald Inc
Michael,Jordan,1971/10/25,2018/10/19,95,1982,MT,us softball league,"Kelley, Gilbert and Jackson"
Lisa,Escobar,1979/10/13,2018/05/12,92,1976,NJ,us softball league,"Alvarez, Schaefer and Robertson"
Dr.,Susan Ryan PhD,1987/12/05,2018/01/17,57,2018,CT,us softball league,Williams-Stephenson
Christopher,Waters,1968/10/07,2018/02/08,61,2015,KS,us softball league,"Brown, Vasquez and Sanchez"
Steven,Huerta,1981/06/15,2018/02/04,77,2013,WI,us softball league,Williams-Stephenson
Paul,Dawson,1981/01/03,2018/11/22,50,1981,NC,us softball league,Scott and Sons
Samantha,Huff,1980/03/26,2018/10/22,46,1987,PA,us softball league,Parker Group
Mathew,Butler,1976/07/31,2018/08/12,48,1989,MS,us softball league,Bruce Inc
Michael,Herring,1972/05/31,2018/10/26,59,2011,MN,us softball league,"Jackson, Carlson and Contreras"
Rebecca,Brown,1990/11/22,2018/07/20,47,1987,OK,us softball league,Pearson Group
Margaret,Smith,1997/02/02,2018/08/04,53,1980,NC,us softball league,Rivera-Morrow
Debra,Cruz,1994/04/08,2019/01/03,58,2012,CT,us softball league,"Hopkins, Barnes and Ward"
Matthew,Underwood,1993/10/02,2018/02/25,56,1993,TN,us softball league,Keller Group
Daniel,Bird,1997/03/29,2018/03/11,57,1992,NJ,us softball league,"Mullen, Huffman and Vasquez"
Mary,Ward,1978/02/23,2018/10/08,47,1983,WA,us softball league,"Martin, Mcknight and Clark"
Darrell,Baker,1960/06/21,2018/07/17,41,1986,SC,us softball league,Keller Group
Robin,White,1987/04/23,2018/10/14,91,1997,TN,us softball league,Peterson and Sons
David,Kaufman,1968/10/12,2018/04/28,49,2002,IL,us softball league,Scott and Sons
Bobby,Ballard,1979/07/30,2018/10/21,44,2006,VT,us softball league,Williams-Stephenson
Melissa,Perez,1989/05/01,2018/08/19,66,1978,NM,us softball league,"Kelley, Gilbert and Jackson"
Mary,Smith,1974/05/02,2018/04/04,52,2005,CT,us softball league,"Alvarez, Schaefer and Robertson"
Eric,Warren,1969/06/30,2018/08/18,48,2004,MD,us softball league,Peterson and Sons
Mr.,Joel Barnett,1998/01/01,2018/03/23,41,1982,IN,us softball league,
Joshua,Day,1988/03/09,2018/05/11,78,2001,NC,us softball league,Bruce Inc
James,Fuentes,1997/09/02,2018/03/18,47,1978,AL,us softball league,Pearson Group
Elizabeth,Douglas,1985/02/08,2018/07/10,73,2002,OH,us softball league,Bruce Inc
Catherine,Adams,1975/02/27,2018/01/12,96,2018,NY,us softball league,Keller Group
Andrea,Hernandez,1985/08/25,2018/03/14,49,2005,MD,us softball league,Hunter Ltd
Beth,Aguilar,1981/12/08,2018/09/12,38,2004,NJ,us softball league,"Brown, Vasquez and Sanchez"
Paul,Frey,1961/03/13,2018/05/22,32,1975,CT,us softball league,
Morgan,Aguirre,1974/09/27,2018/09/20,34,2017,SC,us softball league,"Martin, Mcknight and Clark"
Karen,Mcneil,1970/12/12,2018/09/17,58,1991,MD,us softball league,"Hopkins, Barnes and Ward"
Shaun,Moore MD,1978/11/24,2018/03/29,65,1986,KS,us softball league,Rivera Ltd
Travis,Jones,1971/09/30,2018/06/02,37,1970,MD,us softball league,"Jackson, Carlson and Contreras"
David,Gordon,1987/06/03,2018/08/11,93,1997,CA,us softball league,"Martin, Mcknight and Clark"
William,Morgan,1962/10/14,2018/09/17,86,2010,TX,us softball league,Hunter Ltd
Carlos,Gonzalez,1971/05/13,2018/06/11,94,2016,IN,us softball league,"Jackson, Carlson and Contreras"
Jerry,Golden,1993/02/04,2018/03/29,65,1991,NY,us softball league,"Kelley, Gilbert and Jackson"
Stephanie,Schroeder,1982/07/23,2018/07/11,64,1993,UT,us softball league,Scott and Sons
Thomas,Walker,1981/05/26,2018/12/21,41,2000,IA,us softball league,"Mullen, Huffman and Vasquez"
Emily,Brown,1982/01/23,2018/08/01,91,2012,MI,us softball league,Keller Group
Eric,Patel,1982/03/23,2018/12/07,46,2004,MT,us softball league,Rivera Ltd
Brittany,Phillips,1994/08/02,2018/02/17,90,1978,MD,us softball league,Williams-Stephenson
Kendra,Watson,1970/08/29,2018/08/05,54,2001,ME,us softball league,Rivera-Morrow
Eric,Martinez,1979/10/24,2018/07/16,80,1985,MI,us softball league,Williams-Stephenson
Angela,Burke,1996/01/05,2018/08/14,83,1985,ID,us softball league,Rivera Ltd
Jerry,Schroeder,1987/12/18,2018/03/02,57,1988,NC,us softball league,"Jackson, Carlson and Contreras"
Emily,Garner,1969/05/17,2018/07/30,91,1975,SC,us softball league,Mcdonald Inc
Julian,Garcia,1993/05/19,2018/05/03,34,1980,NC,us softball league,"Martin, Mcknight and Clark"
Daniel,Peters,1963/03/20,2018/02/09,45,1974,AR,us softball league,
Samantha,Thomas,1964/06/28,2018/07/03,43,1970,OH,us softball league,Pearson Group
Dominic,Hanna,1964/11/19,2018/07/05,76,1998,LA,us softball league,"Kelley, Gilbert and Jackson"
Victoria,Davis,1970/11/02,2018/08/16,94,1984,ND,us softball league,Mcdonald Inc
Michael,Stevens,1974/11/25,2018/05/27,97,2018,CT,us softball league,Rivera-Morrow
Terri,Warren,1989/06/24,2018/04/20,33,2008,ND,us softball league,Rivera Ltd
Daniel,Jordan,1968/07/02,2018/07/07,89,2007,ME,us softball league,
Barbara,Ewing,1992/07/26,2018/10/15,44,2009,NH,us softball league,Keller Group
Jonathan,Carr,1996/04/22,2018/12/02,73,2005,IN,us softball league,Rivera Ltd
Brandon,Meyer,1961/03/07,2018/03/11,58,1972,WV,us softball league,"Martin, Mcknight and Clark"
Wendy,Monroe,1980/03/06,2018/01/31,39,2001,AL,us softball league,Scott and Sons
Matthew,Carson,1973/11/04,2018/08/20,86,1977,MD,us softball league,Peterson and Sons
Eric,Roberts,1987/06/30,2018/11/21,67,1978,IA,us softball league,Williams-Stephenson
Patricia,Garcia,1974/04/30,2018/07/18,82,2013,NM,us softball league,Bruce Inc
Robert,Haney,1966/01/28,2018/07/13,72,1983,SC,us softball league,Bruce Inc
Annette,Smith,1987/04/27,2018/03/06,61,1973,SC,us softball league,Rivera Ltd
James,Davis,1968/04/04,2018/08/18,85,2016,WA,us softball league,Taylor-Alvarez
Keith,Thornton,1984/07/03,2018/12/17,74,2006,MA,us softball league,Mcdonald Inc
Laurie,Baker,1985/03/13,2018/03/16,71,1985,AK,us softball league,Williams-Stephenson
John,Ellis,1964/11/06,2018/04/29,93,1997,VT,us softball league,Rivera Ltd
Andre,Garcia,1965/06/23,2018/09/19,54,2006,OR,us softball league,"Smith, Torres and Matthews"
Dwayne,Burgess,1986/07/09,2018/10/09,49,2006,AL,us softball league,"Smith, Torres and Matthews"
Margaret,Santiago,1977/11/08,2018/09/27,93,1992,KS,us softball league,Rivera-Morrow
Tony,Miller,1965/11/17,2018/11/08,75,1995,WY,us softball league,"Brown, Vasquez and Sanchez"
Danielle,Lutz,1988/02/28,2018/05/24,64,2012,AL,us softball league,"Brown, Vasquez and Sanchez"
Lauren,Bruce,1987/12/14,2018/04/21,69,1974,MT,us softball league,Rivera Ltd
Heather,Rasmussen,1991/04/05,2018/04/24,47,1979,IN,us softball league,Taylor-Alvarez
Leslie,Hobbs,1976/08/13,2018/10/09,46,2001,VA,us softball league,Scott and Sons
Jessica,Hinton,1969/11/21,2018/01/31,68,1996,UT,us softball league,Parker Group
Jacob,Jordan,1985/04/30,2018/02/22,38,2016,VA,us softball league,"Mullen, Huffman and Vasquez"
Melanie,Caldwell,1963/12/25,2018/08/29,34,2005,CT,us softball league,Williams-Stephenson
Angela,Hughes,1970/08/05,2019/01/05,53,2005,ME,us softball league,"Mullen, Huffman and Vasquez"
Brianna,Ramirez,1988/07/24,2018/08/16,44,1978,GA,us softball league,Keller Group
Christine,Weber,1994/03/26,2018/09/08,68,1990,ID,us softball league,"Hopkins, Barnes and Ward"
Nicole,Gonzalez,1971/08/07,2018/03/05,77,1996,PA,us softball league,Williams-Stephenson
Robert,Fowler,1963/10/04,2018/07/08,34,2012,AR,us softball league,"Jackson, Carlson and Contreras"
Mario,Edwards,1975/03/30,2018/10/29,75,1973,AR,us softball league,"Brown, Vasquez and Sanchez"
Benjamin,Johns,1996/04/22,2018/02/21,71,2005,WI,us softball league,"Smith, Torres and Matthews"
Shannon,Ortega,1960/12/29,2018/01/09,67,1979,MA,us softball league,Hunter Ltd
Hayley,Porter,1987/12/07,2018/02/21,59,2018,SC,us softball league,"Kelley, Gilbert and Jackson"
Danny,Washington,1984/11/01,2018/11/30,52,2014,NH,us softball league,Rivera Ltd
Gloria,Hoffman,1967/07/27,2018/02/25,77,2002,ND,us softball league,Mcdonald Inc
Heather,Hernandez,1991/07/15,2018/03/18,85,1981,SC,us softball league,"Alvarez, Schaefer and Robertson"
Joseph,Thompson,1994/06/23,2018/05/18,79,2009,WI,us softball league,
Katherine,Mason,1979/11/07,2018/02/28,46,2015,AZ,us softball league,"Alvarez, Schaefer and Robertson"
Amber,Lindsey MD,1991/11/13,2018/09/28,94,2005,CT,us softball league,"Martin, Mcknight and Clark"
Amy,Parker PhD,1990/10/22,2018/08/09,32,2002,MI,us softball league,"Hopkins, Barnes and Ward"
Joseph,Caldwell,1998/01/21,2019/01/05,42,2012,NC,us softball league,Rivera Ltd
Timothy,Williams,1962/02/13,2018/03/30,43,1988,OH,us softball league,"Mullen, Huffman and Vasquez"
Kenneth,Wilkinson,1982/02/13,2018/08/01,37,2001,GA,us softball league,Mcdonald Inc
Adam,Oneal,1995/01/13,2018/05/18,89,2000,IL,us softball league,Pearson Group
Jeffrey,Guzman,1961/04/07,2018/02/18,68,1993,IA,us softball league,Parker Group
Henry,Durham,1976/10/31,2018/07/30,94,2013,KY,us softball league,"Smith, Torres and Matthews"
Sarah,Arellano,1996/06/18,2018/08/21,94,1984,NJ,us softball league,"Brown, Vasquez and Sanchez"
Robert,Jordan,1968/12/26,2018/11/12,73,1983,NE,us softball league,Scott and Sons
Mrs.,Elizabeth Parks,1970/08/19,2018/08/29,46,2016,IN,us softball league,Bruce Inc
Michael,Jensen,1966/07/20,2018/12/09,64,1974,NC,us softball league,"Smith, Torres and Matthews"
Marcus,Jones,1973/12/09,2018/04/22,75,1992,PA,us softball league,Pearson Group
Destiny,Clarke,1976/08/29,2018/04/27,92,1991,RI,us softball league,"Smith, Torres and Matthews"
Kevin,Lopez,1990/06/18,2018/01/22,88,1983,GA,us softball league,"Alvarez, Schaefer and Robertson"
Alan,Brown,1975/02/28,2018/02/25,69,2016,ND,us softball league,Peterson and Sons
Richard,Park,1969/03/23,2018/02/06,89,2016,UT,us softball league,Bruce Inc
Sara,Watts,1994/02/24,2018/06/07,75,2017,NM,us softball league,Rivera Ltd
Ashley,Palmer,1972/10/01,2018/12/14,45,1971,CA,us softball league,"Hopkins, Barnes and Ward"
Mr.,Cameron Faulkner,1972/07/12,2018/12/24,64,2006,WI,us softball league,Parker Group
Patricia,Reynolds,1973/06/04,2018/03/10,54,1988,AL,us softball league,Keller Group
Jonathan,Young,1978/12/27,2018/12/14,86,1993,LA,us softball league,"Hopkins, Barnes and Ward"
Christopher,Howard,1973/02/11,2018/10/09,58,1993,AK,us softball league,Rivera-Morrow
Chelsea,Kelly,1971/12/17,2018/10/26,57,2017,OH,us softball league,Hunter Ltd
Timothy,Johnston,1961/07/02,2018/04/13,69,2009,DE,us softball league,Mcdonald Inc
Garrett,Gomez,1974/06/14,2018/05/16,83,1999,RI,us softball league,Scott and Sons
Jose,Williams,1976/02/15,2018/12/01,56,1990,NV,us softball league,Rivera Ltd
